normalized_text,aspect,sentiment,score,sentiment_int
blokir pembagian mbg di kota lebih baik prioritaskan pelosok pelosok saja karena mereka pasti menghargainya tidak seperti orang kota,Dukungan terhadap Program,negative,0.9749369621276855,2
ya allah semoga anak anak indonesia menjadi generasi emas yang baik untuk indonesia di masa depan dan semoga kami sempat melihat anak anak kami semua maju membawa indonesia menjadi negara yang makmur dan tentram amin,Dukungan terhadap Program,positive,0.9796785116195679,0
hanya orang orang pintar yang mengerti dan paham maksud baik dari bapak prabowo semoga bapak prabowo sehat selalu dan selalu dalam lindungan allah swt,Dukungan terhadap Program,positive,0.7934803366661072,0
seperti ini masih dihujat bapak prabowo,Pelaksanaan Program di Sekolah,negative,0.9940098524093628,2
yang menghujat mbg sepertinya yang kalah tender dan tidak di terima bekerja di sppg ya kan,Ketidaksetujuan dan Risiko Program,negative,0.997579038143158,2
tidak apa-apa jika anak anak kami yang di sulawesi belum mendapatkan makanan gratis asalkan papua mendapat kami sangat bersyukur atas itu terima kasih bapak presiden keep strong ya guru guru dan adik-adik saya di papua kembangkan terus generasi emas anak anak papua yang berjalan diatas emas,Dukungan terhadap Program,positive,0.9319474101066589,0
program makanlah gratis ini bagi anak anak orang timur sangat di hargai berbeda sama anak anak barat sering ibu nya mengatakan anak saya kemarin mendapat ayam yang adanya ulat nya rasanya tidak lezat dahulu,Pelaksanaan Program di Sekolah,negative,0.9891633987426758,2
mereka juga berhak makanlah yang bergizi bersekolah yang nyaman menjadi  berhenti kalau kalian masih mengatakan mbg dan bersekolah rakyat hanya buang-buang anggaran negara kita hidup bukan hanya mengenai keuntungan diri sendiri ini mengenai merasa kemanusiaan menjadi  mohon di mendukung saja agar tepat sasaran bagi yang menerimanya admin salam untuk bapak saya selalu mendukung selama untuk kebaikan program-program bapak,Ketidaksetujuan dan Risiko Program,positive,0.9276638031005859,0
utamakan mbg di papua dan daerah-daerah pelosok tertinggal baru di jawa,Dukungan terhadap Program,neutral,0.6573420763015747,1
makanlah ya dc bersemangat belajarnya itu hasil pendukung 02 bersaing dari penggemar abah itu,Pelaksanaan Program di Sekolah,positive,0.8841448426246643,0
kemarin saya dikritik anak anies karena saya mempertahankan bahwa mbg sangat berguna,Pelaksanaan Program di Sekolah,negative,0.9832367300987244,2
harus ya utamakan yang pelosok desa tertinggal ini jakarta bekasi cikarang rata rata orang tua ya makmur,Dukungan terhadap Program,positive,0.7356407642364502,0
kalau seperti begini sasaran ya tepat tetapi kalau di perkotaan kebanyakan anak-anak tidak makanlah kebanyakan kepada membuang,Pelaksanaan Program di Sekolah,negative,0.9850766062736511,2
kenapa bersekolah kami tidak mendapat mbg katanya gratis,Pelaksanaan Program di Sekolah,negative,0.9541977047920227,2
yang menghujat mbg kebanyakan ibu-ibu karena ingin mentahannya saja dengan alasan keracunanlah anaknya tidak menyukai menunya basilah makanannya padahal sebagian besar anak-anak senang dengan adanya mbg,Pelaksanaan Program di Sekolah,negative,0.9838968515396118,2
percaya tidak percaya orang yang mengolok-olok makan bergizi gratis kebanyakan anak-anak abah,Pelaksanaan Program di Sekolah,negative,0.9873965382575989,2
bapak presiden yang terhormat kapan makanlah bergizi di kabupaten mempawah kalimantan barat,Pelaksanaan Program di Sekolah,neutral,0.983371376991272,1
masya allah lebih baik lebih di fokuskan kepada anak pelosok saja mungkin ya lebih tepat sasaran,Dukungan terhadap Program,positive,0.9303522109985352,0
kalau bukan bapak prabowo yang menjadi presiden kita tidak akan pernah dapat melihat tersenyum anak-anak bersekolah,Pelaksanaan Program di Sekolah,negative,0.9632694721221924,2
mbg lebih banyak dampak positifnya daripada negatif di samping gizi terpenuhi motovasi belajar anak meningkat semoga kelak generasi itu dapat memajukan negeri ini,Ketidaksetujuan dan Risiko Program,positive,0.9826894998550415,0
makanlah saja adik urusan anak abah agar kami yang menangani,Pelaksanaan Program di Sekolah,negative,0.8922243118286133,2
bawaan kalau melihat anak papua ingin menangis,Pelaksanaan Program di Sekolah,negative,0.9968781471252441,2
khususkan mbg untuk anak pelosok saja di kota tidak dihargai,Ketidaksetujuan dan Risiko Program,negative,0.995560884475708,2
masya allah tabarakallah terima kasih kepada bapak prabowo sehat-sehat selalu panjang umur selalu dalam lindungan allah swt,Dukungan terhadap Program,positive,0.9491552114486694,0
panjang umur bapak presiden saya bangga kepada anda bapak,Dukungan terhadap Program,positive,0.9888750314712524,0
ini benar di sma suamiku juga begini menjadi  sama-sama rajin masuk bersekolah,Ketidaksetujuan dan Risiko Program,positive,0.9164384007453918,0
terharu melihat orang papua bersemangat adik adik papua halo adik,Pelaksanaan Program di Sekolah,positive,0.9623345732688904,0
adik yang gemetar tangannya makanlah yang banyak ya,Pelaksanaan Program di Sekolah,negative,0.5487812757492065,2
terima memberikan bapak prabowo semoga generasi kedepan adalah generasi emas yang diharapkan amin ya rabbal 'aalamiin,Dukungan terhadap Program,positive,0.9343093037605286,0
tersenyum nya tulus sekali itu bahagia,Pelaksanaan Program di Sekolah,positive,0.9939846396446228,0
jujur saya sangat terbantu anak dua bersekolah yang penuh hari setiap bulan pembayaran katering lumayan sekali sekarang  mendapat mbg menjadi  meringankan kata anak saya juga  lauknya lezat pada menyukai,Pelaksanaan Program di Sekolah,positive,0.9974602460861206,0
terharu melihat anak anak menikmati makanan bergizi gratis bersyukur memiliki pemimpin hebat bapak prabowo,Pelaksanaan Program di Sekolah,positive,0.9943248629570007,0
tidak sia-sia sia-sia saya berdebat sama anak abah,Pelaksanaan Program di Sekolah,negative,0.9586752653121948,2
pasti 50 tahun kepada depan akan di kenang sama mereka dahulu di zaman bapak prabowo menjadi presiden kita dapat makanan gratis di bersekolah yakin sekali sehat selalu bapak prabowo,Pelaksanaan Program di Sekolah,positive,0.9923270344734192,0
makanlah yang banyak ya adik saya siap menahan kesal setiap sekali membaca komentar doakan bapak presiden panjang umur,Dukungan terhadap Program,positive,0.8021692037582397,0
datang lah ke papua agar anda tahu bersyukur,Dukungan terhadap Program,positive,0.8846015930175781,0
sedih sekali melihat warga facebook yang sama-sama menghujat mbg habis-habisan,Pelaksanaan Program di Sekolah,negative,0.9979149699211121,2
saya seorang ibu selalu berpesan kepada kepada tiga anak saya yang usia bersekolah apa pun menu mbg kalian harus tetap bersyukur menyukai makanlah kalau tidak menyukai membawa pulang jangan rewel sama dengan pesan guru mereka di bersekolah,Pelaksanaan Program di Sekolah,positive,0.8732671141624451,0
alhamdulillah ini kamu tujuan dari makanlah bergizi gratis,Pelaksanaan Program di Sekolah,positive,0.9737004041671753,0
mbg untuk anak yang bersyukur mendapatkan bukan untuk anak ibu,Pelaksanaan Program di Sekolah,negative,0.9650510549545288,2
terima memberikan bapak prabowo untuk program makanlah bergizi dan program ini juga  dapat membantu merekrut rakyat untuk bekerja semoga adanya program lagi yang dapat membahagiakan dan menyejahterakan rakyat indonesia dan semoga selalu sehat bapakku,Dukungan terhadap Program,positive,0.9869527816772461,0
telah saya menduga mbg ini berguna untuk orang berbeda karena saya dahulu mengalami setiap ingin berangkat bersekolah hampir tidak pernah sarapan karena ibu saya tidak sempat membuat sarapan dan alhamdulillah sekarang adanya presiden yang adanya program mbg ini semoga konsisten ini juga untuk menambah lowongan pekerjaan bagi setiap rakyat,Ketidaksetujuan dan Risiko Program,positive,0.974973201751709,0
alhamdulillah kalian yang pandai bersyukur karena saya tahu rasanya hidup di pedalaman dan perekonomian sulit kalian sehat-sehat dan bahagia ya bersemangat sekolahnya belajar yang fokus untuk ke depannya kalian menjadi generasi yang memajukan indonesia,Dukungan terhadap Program,positive,0.9919468760490417,0
program yang sangat sangat baik menurut saya kenapa karena program mbg bukan hanya bertujuan meningkatkan asupan gizi bagi anak anak bersekolah melainkan juga berperan dalam menggerakkan ekonomi daerah dengan melibatkan petani lokal peternak nelayan serta pelaku umkm dari wilayah setempat dalam rantai pasok makan program ini mendorong perputaran ekonomi di daerah produksi dan distribusi bahan makanan seperti sayur buah telur dan lauk pauk segar yang bersumber dari daerah sendiri akan meningkatkan pendapatan masyarakat lokal selain itu keterlibatan dapur komunitas dan penyedia jasa katering di daerah membuka lapangan bekerja baru serta memperkuat struktur ekonomi lokal dengan demikian mbg menjadi benar satu strategi pembangunan yang berdampak langsung sama-sama penguatan ekonomi daerah secara berkelanjutan,Ketidaksetujuan dan Risiko Program,positive,0.9823545217514038,0
mohon khusus saudara kita papua di tambahi lebih gizinya mohon adanya perlakuan khusus untuk saudara papua,Ketidaksetujuan dan Risiko Program,neutral,0.9068465232849121,1
alhamdulillah program mbg benar-benar sangat membantu,Dukungan terhadap Program,positive,0.9801755547523499,0
terima memberikan badan gizi nasional telah mempercepat mbg bagi kami di papua barat dan papua barat daya semoga untuk yang ibu hamil ibu menyusui dan balita juga dapat dipercepat juga,Ketidaksetujuan dan Risiko Program,positive,0.6626834869384766,0
senang bangeet programnya turun di sekolah yang anak nya benar membutuhkan,Pelaksanaan Program di Sekolah,positive,0.9920787215232849,0
kalau mereka ini memang benar-benar membutuhkan mbg tidak kah,Dukungan terhadap Program,negative,0.5610596537590027,2
gagah berani anti mengorupsi dan programnya sukses semua,Dukungan terhadap Program,positive,0.9949105381965637,0
bangga sekali sama bapak prabowo semoga sehat-sehat terus ya bapak,Dukungan terhadap Program,positive,0.9918047189712524,0
ya allah saya bangga dengan program gizi nasional karena dapat membantu orang-orang yang membutuhkan dan untuk kalian oknum orang-orang yang berlebih yang dapat makanlah di rumahnya jangan kalian hancurkan program ini melihat banyak orang yang membutuhkan makanan tersebut kalian mendukung program ini agar lebih baik kedepan nya,Pelaksanaan Program di Sekolah,positive,0.9630087018013,0
senangnya m3ndegar ini berkah untuk mereka bagikan informasi yang positif bu,Dukungan terhadap Program,positive,0.9839051365852356,0
setuju kalau program mbg di salurkan kepada pelosok dahulu seperti daerah yang benar kekurangan gizi makan,Dukungan terhadap Program,negative,0.8795900344848633,2
terima memberikan bapak prabowo,Dukungan terhadap Program,positive,0.9175298810005188,0
kalau pengelolanya sangat baik tidak apa-apa tetapi  terkadang adanya pihak yang kurang sangat baik pengelolaannya,Ketidaksetujuan dan Risiko Program,positive,0.7629241943359375,0
terharu sehat selalu bapak presiden,Dukungan terhadap Program,positive,0.9885368347167969,0
terima kasih bapak prabowo saya salut dan bangga memiliki bapak,Dukungan terhadap Program,positive,0.9895367622375488,0
tidak sia-sia sia-sia pembayaran ppn pembayaran pajak semoga tidak di nodai tangan kotor,Dukungan terhadap Program,negative,0.9650745987892151,2
ini sudah benar di utamakan daerah terpencil dahulu,Dukungan terhadap Program,negative,0.9487856030464172,2
terima memberikan bapak presiden kami bapak prabowo subianto semoga selalu di berikan kesehatan bapak,Dukungan terhadap Program,positive,0.8336406350135803,0
di daerah memang tepat sasaran,Dukungan terhadap Program,positive,0.9882014393806458,0
sederhana dan membahagiakan tetapi  bagi pihak yang tidak menyukai akan tetap tidak suka benar,Pelaksanaan Program di Sekolah,negative,0.9257553219795227,2
memang yang benar bersyukur itu hanya anak timur,Dukungan terhadap Program,negative,0.483012318611145,2
terima kasih bapak prabowo terharu saya melihatnya,Dukungan terhadap Program,positive,0.9682286381721497,0
sangat mendukung program ini banyak anak orang miskin tidak sarapan tidak membawa uang camilan mendapat makanan gratis,Pelaksanaan Program di Sekolah,positive,0.9934484362602234,0
sehat selalu bapak prabowo,Dukungan terhadap Program,positive,0.9724975228309631,0
saya sebagai relawan senang sekali melihat video ini,Dukungan terhadap Program,positive,0.9759313464164734,0
sumpah admin melihat tersenyum anak itu langsung berkaca kaca ini mata,Pelaksanaan Program di Sekolah,negative,0.9716397523880005,2
tersenyum mereka tulus sekali,Pelaksanaan Program di Sekolah,positive,0.9892169237136841,0
makanlah yang banyak anak anak saya,Pelaksanaan Program di Sekolah,positive,0.9457367062568665,0
adik adikku makanlah yang lahap ya,Pelaksanaan Program di Sekolah,positive,0.871292233467102,0
ya allah sehat selalu untuk semua anak-anak indonesia hebat sehat selalu presiden terbaik bapak prabowo,Dukungan terhadap Program,positive,0.9887998104095459,0
melihat lah mereka untuk anda yang tidak setuju memprotes akan makanan makanan mbg,Pelaksanaan Program di Sekolah,negative,0.9947664737701416,2
makanlah yang lezat adik-adik doakan bapak prabowo panjang umur sehat,Dukungan terhadap Program,positive,0.9861060380935669,0
alhamdulillah terima kasih bapak prabowo,Dukungan terhadap Program,positive,0.8925541043281555,0
sudut pandang ketika bantuan diterima orang yang tepat dan tahu rasanya berterima memberikan,Dukungan terhadap Program,positive,0.8493452072143555,0
ini manfaat program prabowo selalu bersyukur apa pun menu makanan menjadi lezat,Dukungan terhadap Program,positive,0.9943892359733582,0
ya untuk desa tertinggal masih sangat membutuhkan dan itu harus menjadi prioritas,Dukungan terhadap Program,positive,0.4470621943473816,0
jika uangnya dari rakyat untuk rakyat begini oke oke saja sih pembayaran pajak,Ketidaksetujuan dan Risiko Program,negative,0.9580432772636414,2
ini lo maksud bapak prabowo mengapa masih banyak yang tidak menyukai sih,Pelaksanaan Program di Sekolah,negative,0.9949947595596313,2
ini yang menanyakan lowongan bekerja pengantar pengepakan  mbg juga di gaji ya,Ketidaksetujuan dan Risiko Program,neutral,0.9829182624816895,1
dengarkan itu tukang mencela sama presiden,Pelaksanaan Program di Sekolah,negative,0.9980035424232483,2
ikhlas rida saya memang apbn besar untuk mereka makanan bergizi gratis hanya untuk orang-orang yang bersyukur,Pelaksanaan Program di Sekolah,positive,0.8974118828773499,0
tidak pernah menghujat mbg walaupun anak saya selalu mengatakan makanannya tidak lezat saya selalu mengatakan hidup itu harus bersyukur mencoba melihat di luar sana banyak anak yang tidak dapat makanlah dan kalau ingin makanlah mereka harus bekerja dahulu,Pelaksanaan Program di Sekolah,positive,0.5735403299331665,0
ingat ya program ini hanya untuk orang yang bersyukur,Dukungan terhadap Program,positive,0.6125546097755432,0
tugas kita sebagai orang tua beri pengertian kepada anak kita untuk selalu bersyukur,Pelaksanaan Program di Sekolah,positive,0.9175439476966858,0
terima memberikan presiden saya,Dukungan terhadap Program,positive,0.964195966720581,0
pendukung prabowo pasti tahu caranya bersyukur,Dukungan terhadap Program,positive,0.9838607311248779,0
jika engkau tidak dapat membantu orang setidaknya dukunglah program bapak presiden demi yang terbaik untuk rakyatnya,Dukungan terhadap Program,positive,0.8632082939147949,0
selamat menikmati anak anak ini hasil kita kita bersaing sama anak abah,Pelaksanaan Program di Sekolah,positive,0.988219141960144,0
inilah mengapa bapak memikirkan yang seperti ini menjadi semua tepat sasaran di untuk merata tetapi masih saja adanya yang menghujat belajarlah lebih bersyukur dan banyak berpikir positif agar lebih sehat,Dukungan terhadap Program,positive,0.88863605260849,0
senyumanmu memberikan harapan untuk indonesia lebih baik anak-anak senang karena ingin mendapat mbg,Dukungan terhadap Program,positive,0.9844431281089783,0
bahagia sekali saya melihat ini ya allah lindungi bapak prabowo dari orang-orang yang jahat dan zalim jauhkan dan selamatkan bapak presiden saya dari mereka yang pembenci pendengki dan berniat buruk juga jahat amin ya allah,Dukungan terhadap Program,positive,0.8900485634803772,0
di kota tidak diberikan tidak saya ikhlas kok kalau untuk yang di pedalaman,Dukungan terhadap Program,negative,0.946421205997467,2
sehat selalu bapak prabowo,Dukungan terhadap Program,positive,0.9724975228309631,0
selamat menikmati ya adik-adik itu lah perjuangan kami sejak tahun 2014 2019 2024 karena saya yakin hanya bapak prabowo yang akan membawa bangsa indonesia kepada depan lebih maju doa kan semoga bapak prabowo di berikan panjang umur amin,Dukungan terhadap Program,positive,0.9856539368629456,0
bantuan program yang ber bentuk uang belum tentu sampai dan tepat sasaran mbg sangat membantu apa lagi untuk desa terpencil,Dukungan terhadap Program,positive,0.9859338402748108,0
makanlah yang lahap ya anak anak saya tumbuh sehat dan menjadi  anak yang pintar,Pelaksanaan Program di Sekolah,positive,0.9904652833938599,0
nah lebih baik utamakan yang di pelosok begini dahulu deh,Dukungan terhadap Program,negative,0.620952308177948,2
saya menyukai sekali melihat saudara kami di timur ini apa pun yang di berikan selalu menerima dengan merasa syukur nya luar biasa selamat menikmati saudaraku,Dukungan terhadap Program,positive,0.9957194924354553,0
menonton video ini hei kalian kaum 16 24 mengakui saja bahwa pemerintahan kita is the best,Dukungan terhadap Program,negative,0.5146217346191406,2
sejak ada mbg di sekolah uang saku kedua anak saya alhamdulillah selalu ada sisa untuk disimpan,Pelaksanaan Program di Sekolah,neutral,0.9502189755439758,1
bapak prabowo tentara yang terjun di lapangan beliau tahu masih banyak rakyat yang lapar maka diadakan program ini program ini selain dapat memberikan makanlah gratis juga dapat membuka lapangan pekerjaan,Ketidaksetujuan dan Risiko Program,positive,0.9662394523620605,0
makanlah yang lahap ya adik itu hasil dari npwp abang kalau kurang abang rela mengapa sebagian kecil gaji abang dipotong juga untuk program ini jangan semua nanti abang yang tidak makanlah lagi,Pelaksanaan Program di Sekolah,negative,0.9561789631843567,2
ya allah sehatkan presiden saya bimbinglah beliau dalam membangun indonesia maju ya allah izinkan beliau terus membahagiakan rakyatnya hamba mohon lindungi beliau dari kejamnya orang zalim di sekelilingnya amin allahumma amin,Dukungan terhadap Program,positive,0.8813663721084595,0
banyak yang keluhan  mengenai basi tidak enak kalau memang itu laporkan katering nya jangan menyuruh berhenti program nya hanya karena ego kalian banyak yang membutuhkan program mbg ini tidak semua orang dapat membawa bekal terkadang camilan saja pas-pasan,Pelaksanaan Program di Sekolah,negative,0.7154665589332581,2
terima memberikan bapak prabowo,Dukungan terhadap Program,positive,0.9175298810005188,0
ya allah terima memberikan bapak prabowo saya telah memberikan msg untuk adik-adik di luar sana yang tidak bisa menikmati makanlah lezat sehat selalu presiden saya bersemangat bapak saya yakin bapak dapat membuktikan semua nya insya allah saya selalu mendoakan bapak,Dukungan terhadap Program,positive,0.9862400889396667,0
senang melihat nya anak menyambut gembira mbg,Pelaksanaan Program di Sekolah,positive,0.9929514527320862,0
alhamdulillah papua sudah mendapat mbg,Dukungan terhadap Program,positive,0.8073861598968506,0
mbg cocok untuk anak yang bersekolah di daerah di kota saya yang mendapat bersekolah yang anaknya di antar mobil sama orang tuanya yang biasa membawa bekal lengkap dari rumah alhasil mbg banyak yang terbuang anggaran terbuang riil sekolahnya dekat dengan rumah saya,Pelaksanaan Program di Sekolah,positive,0.9545795321464539,0
kakak tidak jadi memasak bersama india kan,Pelaksanaan Program di Sekolah,negative,0.8922300934791565,2
nah ini yang harus di utamakan,Dukungan terhadap Program,negative,0.47194573283195496,2
senang sekali melihat nya sehat adik makanlah ya berguna sekali untuk anak yang benar membutuhkan,Pelaksanaan Program di Sekolah,positive,0.9892483949661255,0
semoga kateringnya juga semakin kreatif dan enak-enak untuk anak-anak indonesia bahagia sehat,Dukungan terhadap Program,positive,0.996619462966919,0
contoh anak-anak yang bersyukur tidak memilah memilih makanan,Pelaksanaan Program di Sekolah,positive,0.7272170782089233,0
ikhlas saya ikhlas,Dukungan terhadap Program,positive,0.9888010025024414,0
berdiri di atas emas tetapi mereka kesulitan makan,Dukungan terhadap Program,negative,0.9845046997070312,2
terima kasih orang baik,Dukungan terhadap Program,positive,0.9836164712905884,0
semoga sukses dan berkembang,Dukungan terhadap Program,positive,0.9429563879966736,0
telah saatnya kita fokus bekerja teman tidak sia-sia kita melawan anak abah memenangkan beliau,Pelaksanaan Program di Sekolah,negative,0.9809783697128296,2
senang sangat sama program ini ingat sekali dahulu kalau ibu tidak memasak lauk apa apa kita makan nasi campur garam saja yang penting makan saya tahu bagaimana bahagia nya merasa nya mendapat makanan itu,Pelaksanaan Program di Sekolah,positive,0.9936957955360413,0
terima kasih bapak tidak sia-sia saya tidak memilih anies,Dukungan terhadap Program,positive,0.6034379601478577,0
makanlah yang kenyang adik itu hasil kami melawan monster,Pelaksanaan Program di Sekolah,negative,0.9866099953651428,2
semoga seluruh pemasok yang menyiapkan mbg amanah maju jaya indonesia saya,Dukungan terhadap Program,positive,0.9171975255012512,0
anak anak seperti ini ini yang pandai bersyukur,Pelaksanaan Program di Sekolah,positive,0.9872875213623047,0
ketahuilah bapak prabowo membuat program mbg ini bukan sembarangan karena beliau tahu keadaan anak indonesia terutama di papua kekurangan gizi terima kasih bapak presiden kami,Dukungan terhadap Program,positive,0.9500051140785217,0
untuk mitra buruh memasak atau pimpinan sppg tolong di maksimalkan ya dan jangan kecewakan mereka yang benar-benar menghargai dan membutuhkan mbg ini,Ketidaksetujuan dan Risiko Program,positive,0.7604313492774963,0
makanlah yang kenyang ya Anak,Pelaksanaan Program di Sekolah,positive,0.8656303286552429,0
kalian yang menyukai menyinyir sama program ini pasti menangis kalau benar-benar tahu makna dari makanan bergizi gratis,Pelaksanaan Program di Sekolah,positive,0.9770025014877319,0
melihat melihat astaghfirullah kebutuhan primer saja masih belum terpenuhi menjadi  ini sudah  tepat daripada internet gratis bertahap hei,Pelaksanaan Program di Sekolah,negative,0.9507822394371033,2
sarapan itu penting,Ketidaksetujuan dan Risiko Program,positive,0.9299123287200928,0
semuanya sedang di usahakan mari koreksi yang benar mendukung yang benar dari program pemerintah kita sekarang  sama berada di naungan bendera merah putih,Ketidaksetujuan dan Risiko Program,negative,0.41390958428382874,2
inilah orang orang yang pandai bersyukur,Pelaksanaan Program di Sekolah,positive,0.9921908974647522,0
melihat anak anak papua atau timur sana itu pandai sekali bersyukur nya ya allah senang melihatnya,Dukungan terhadap Program,positive,0.9945948719978333,0
melihat mereka makanannya lahap itu seperti bersyukur sekali,Pelaksanaan Program di Sekolah,positive,0.9864598512649536,0
